,date,yrMnth,dayOW,account,company,companyCode,cost,spenInc,category.unique,subcategory.unique
3629,6/28/2017,Jun-17,Wed,Checking,,,-199.66,Spend,Home,Water
3630,7/31/2017,Jul-17,Mon,Checking,,,-99.27,Spend,Home,Water
3631,8/29/2017,Aug-17,Tue,Checking,,,-57.18,Spend,Home,Water
3632,9/28/2017,Sep-17,Thu,Checking,,,-104.63,Spend,Home,Water
3633,10/27/2017,Oct-17,Fri,Checking,,,-75.29,Spend,Home,Water
3634,11/27/2017,Nov-17,Mon,Checking,,,-101.7,Spend,Home,Water
3635,12/28/2017,Dec-17,Thu,Checking,,,-138.94,Spend,Home,Water
3636,1/26/2018,Jan-18,Fri,Checking,,,-100.24,Spend,Home,Water
3637,2/27/2018,Feb-18,Tue,Checking,,,-108.53,Spend,Home,Water
3638,3/14/2018,Mar-18,Wed,Checking,,,-83.07,Spend,Home,Water
3639,4/10/2018,Apr-18,Tue,Checking,,,-97.13,Spend,Home,Water
3640,5/8/2018,May-18,Tue,Checking,,,-100.98,Spend,Home,Water
3641,6/7/2018,Jun-18,Thu,Checking,,,-113.21,Spend,Home,Water
3642,7/11/2018,Jul-18,Wed,Checking,,,-104.65,Spend,Home,Water
3643,8/13/2018,Aug-18,Mon,Checking,,,-96.23,Spend,Home,Water
3644,9/10/2018,Sep-18,Mon,Checking,,,-75.73,Spend,Home,Water
3645,10/12/2018,Oct-18,Fri,Checking,,,-91.67,Spend,Home,Water
3646,11/13/2018,Nov-18,Tue,Checking,,,-71.18,Spend,Home,Water
3647,1/10/2019,Jan-19,Thu,Checking,,,-181.31,Spend,Home,Water
3648,2/14/2019,Feb-19,Thu,Checking,,,-114.7,Spend,Home,Water
3649,3/15/2019,Mar-19,Fri,Checking,,,-96.03,Spend,Home,Water
3650,4/12/2019,Apr-19,Fri,Checking,,,-96.43,Spend,Home,Water
3651,5/10/2019,May-19,Fri,Checking,,,-77.07,Spend,Home,Water
3652,7/18/2019,Jul-19,Thu,Checking,,,-31.96,Spend,Home,Water
3653,8/30/2019,Aug-19,Fri,Checking,,,-319.54,Spend,Home,Water
3654,10/24/2019,Oct-19,Thu,Checking,,,-185.74,Spend,Home,Water
3655,12/26/2019,Dec-19,Thu,Checking,,,-119.74,Spend,Home,Water
3656,2/28/2020,Feb-20,Fri,Checking,,,-115.34,Spend,Home,Water
3657,4/23/2020,Apr-20,Thu,Checking,,,-110.94,Spend,Home,Water
3658,6/22/2020,Jun-20,Mon,Checking,,,-234.14,Spend,Home,Water
3659,8/24/2020,Aug-20,Mon,Checking,,,-234.14,Spend,Home,Water
3660,3/30/2017,Mar-17,Thu,Checking,,,4037.09,Inc,Income,Income
3661,4/4/2017,Apr-17,Tue,Checking,,,29.8,Inc,Income,Income
3662,4/13/2017,Apr-17,Thu,Checking,,,4040.03,Inc,Income,Income
3663,4/24/2017,Apr-17,Mon,Checking,,,7.5,Inc,Income,Income
3664,4/24/2017,Apr-17,Mon,Checking,,,0.03,Inc,Income,Income
3665,4/28/2017,Apr-17,Fri,Checking,,,4039.99,Inc,Income,Income
3666,5/2/2017,May-17,Tue,Checking,,,208.14,Inc,Income,Income
3667,5/12/2017,May-17,Fri,Checking,,,4027.39,Inc,Income,Income
3668,5/15/2017,May-17,Mon,Checking,,,200,Inc,Income,Income
3669,5/15/2017,May-17,Mon,Checking,,,35301.09,Inc,Income,Income
3670,5/19/2017,May-17,Fri,Checking,,,276.82,Inc,Income,Income
3671,5/24/2017,May-17,Wed,Checking,,,0.14,Inc,Income,Income
3672,5/31/2017,May-17,Wed,Checking,,,4137.12,Inc,Income,Income
3673,6/14/2017,Jun-17,Wed,Checking,,,4119.24,Inc,Income,Income
3674,6/19/2017,Jun-17,Mon,Checking,,,1813.64,Inc,Income,Income
3675,6/19/2017,Jun-17,Mon,Checking,,,2550.96,Inc,Income,Income
3676,6/26/2017,Jun-17,Mon,Checking,,,8.75,Inc,Income,Income
3677,6/26/2017,Jun-17,Mon,Checking,,,114.76,Inc,Income,Income
3678,6/26/2017,Jun-17,Mon,Checking,,,0.27,Inc,Income,Income
3679,6/29/2017,Jun-17,Thu,Checking,,,4119.19,Inc,Income,Income
3680,6/30/2017,Jun-17,Fri,Checking,,,388.79,Inc,Income,Income
3681,7/10/2017,Jul-17,Mon,Checking,,,1064,Inc,Income,Income
3682,7/10/2017,Jul-17,Mon,Checking,,,325,Inc,Income,Income
3683,7/13/2017,Jul-17,Thu,Checking,,,4119.24,Inc,Income,Income
3684,7/24/2017,Jul-17,Mon,Checking,,,200,Inc,Income,Income
3685,7/24/2017,Jul-17,Mon,Checking,,,76.47,Inc,Income,Income
3686,7/25/2017,Jul-17,Tue,Checking,,,0.16,Inc,Income,Income
3687,7/31/2017,Jul-17,Mon,Checking,,,4119.19,Inc,Income,Income
3688,8/14/2017,Aug-17,Mon,Checking,,,4119.24,Inc,Income,Income
3689,8/25/2017,Aug-17,Fri,Checking,,,10,Inc,Income,Income
3690,8/25/2017,Aug-17,Fri,Checking,,,0.1,Inc,Income,Income
3691,8/28/2017,Aug-17,Mon,Checking,,,124.98,Inc,Income,Income
3692,8/31/2017,Aug-17,Thu,Checking,,,4119.19,Inc,Income,Income
3693,9/6/2017,Sep-17,Wed,Checking,,,123.5,Inc,Income,Income
3694,9/14/2017,Sep-17,Thu,Checking,,,4119.24,Inc,Income,Income
3695,9/25/2017,Sep-17,Mon,Checking,,,3.5,Inc,Income,Income
3696,9/25/2017,Sep-17,Mon,Checking,,,100,Inc,Income,Income
3697,9/25/2017,Sep-17,Mon,Checking,,,150,Inc,Income,Income
3698,9/25/2017,Sep-17,Mon,Checking,,,100,Inc,Income,Income
3699,9/25/2017,Sep-17,Mon,Checking,,,0.08,Inc,Income,Income
3700,9/28/2017,Sep-17,Thu,Checking,,,4119.19,Inc,Income,Income
3701,10/3/2017,Oct-17,Tue,Checking,,,121.54,Inc,Income,Income
3702,10/10/2017,Oct-17,Tue,Checking,,,236.33,Inc,Income,Income
3703,10/12/2017,Oct-17,Thu,Checking,,,4119.24,Inc,Income,Income
3704,10/25/2017,Oct-17,Wed,Checking,,,9.5,Inc,Income,Income
3705,10/25/2017,Oct-17,Wed,Checking,,,0.08,Inc,Income,Income
3706,10/31/2017,Oct-17,Tue,Checking,,,4119.19,Inc,Income,Income
3707,11/14/2017,Nov-17,Tue,Checking,,,4119.24,Inc,Income,Income
3708,11/21/2017,Nov-17,Tue,Checking,,,102.46,Inc,Income,Income
3709,11/24/2017,Nov-17,Fri,Checking,,,3,Inc,Income,Income
3710,11/24/2017,Nov-17,Fri,Checking,,,0.06,Inc,Income,Income
3711,11/30/2017,Nov-17,Thu,Checking,,,4119.19,Inc,Income,Income
3712,12/7/2017,Dec-17,Thu,Checking,,,103.35,Inc,Income,Income
3713,12/13/2017,Dec-17,Wed,Checking,,,31.18,Inc,Income,Income
3714,12/13/2017,Dec-17,Wed,Checking,,,7.5,Inc,Income,Income
3715,12/13/2017,Dec-17,Wed,Checking,,,126.02,Inc,Income,Income
3716,12/13/2017,Dec-17,Wed,Checking,,,40,Inc,Income,Income
3717,12/14/2017,Dec-17,Thu,Checking,,,4119.24,Inc,Income,Income
3718,12/14/2017,Dec-17,Thu,Checking,,,1200,Inc,Income,Income
3719,12/21/2017,Dec-17,Thu,Checking,,,500,Inc,Income,Income
3720,12/22/2017,Dec-17,Fri,Checking,,,15,Inc,Income,Income
3721,12/22/2017,Dec-17,Fri,Checking,,,0.05,Inc,Income,Income
3722,12/28/2017,Dec-17,Thu,Checking,,,4119.16,Inc,Income,Income
3723,1/2/2018,Jan-18,Tue,Checking,,,24.51,Inc,Income,Income
3724,1/4/2018,Jan-18,Thu,Checking,,,5904,Inc,Income,Income
3725,1/11/2018,Jan-18,Thu,Checking,,,4188.83,Inc,Income,Income
3726,1/22/2018,Jan-18,Mon,Checking,,,100,Inc,Income,Income
3727,1/22/2018,Jan-18,Mon,Checking,,,81.95,Inc,Income,Income
3728,1/25/2018,Jan-18,Thu,Checking,,,232.1,Inc,Income,Income
3729,1/25/2018,Jan-18,Thu,Checking,,,5.75,Inc,Income,Income
3730,1/25/2018,Jan-18,Thu,Checking,,,0.08,Inc,Income,Income
3731,1/31/2018,Jan-18,Wed,Checking,,,4188.77,Inc,Income,Income
3732,2/14/2018,Feb-18,Wed,Checking,,,4061.01,Inc,Income,Income
3733,2/15/2018,Feb-18,Thu,Checking,,,2785,Inc,Income,Income
3734,2/20/2018,Feb-18,Tue,Checking,,,110.5,Inc,Income,Income
3735,2/22/2018,Feb-18,Thu,Checking,,,3.75,Inc,Income,Income
3736,2/22/2018,Feb-18,Thu,Checking,,,0.07,Inc,Income,Income
3737,2/26/2018,Feb-18,Mon,Checking,,,14.57,Inc,Income,Income
3738,2/26/2018,Feb-18,Mon,Checking,,,165,Inc,Income,Income
3739,2/28/2018,Feb-18,Wed,Checking,,,3756.46,Inc,Income,Income
3740,3/8/2018,Mar-18,Thu,Checking,,,888,Inc,Income,Income
3741,3/14/2018,Mar-18,Wed,Checking,,,3903.51,Inc,Income,Income
3742,3/20/2018,Mar-18,Tue,Checking,,,5526.5,Inc,Income,Income
3743,3/26/2018,Mar-18,Mon,Checking,,,0.08,Inc,Income,Income
3744,3/29/2018,Mar-18,Thu,Checking,,,3903.46,Inc,Income,Income
3745,4/12/2018,Apr-18,Thu,Checking,,,3903.13,Inc,Income,Income
3746,4/24/2018,Apr-18,Tue,Checking,,,0.1,Inc,Income,Income
3747,4/30/2018,Apr-18,Mon,Checking,,,100,Inc,Income,Income
3748,4/30/2018,Apr-18,Mon,Checking,,,3903.09,Inc,Income,Income
3749,5/7/2018,May-18,Mon,Checking,,,285.12,Inc,Income,Income
3750,5/14/2018,May-18,Mon,Checking,,,100,Inc,Income,Income
3751,5/14/2018,May-18,Mon,Checking,,,116.85,Inc,Income,Income
3752,5/14/2018,May-18,Mon,Checking,,,3903.13,Inc,Income,Income
3753,5/24/2018,May-18,Thu,Checking,,,6.75,Inc,Income,Income
3754,5/24/2018,May-18,Thu,Checking,,,0.11,Inc,Income,Income
3755,5/31/2018,May-18,Thu,Checking,,,251.06,Inc,Income,Income
3756,5/31/2018,May-18,Thu,Checking,,,3903.09,Inc,Income,Income
3757,6/14/2018,Jun-18,Thu,Checking,,,3903.13,Inc,Income,Income
3758,6/15/2018,Jun-18,Fri,Checking,,,134.45,Inc,Income,Income
3759,6/25/2018,Jun-18,Mon,Checking,,,5.5,Inc,Income,Income
3760,6/25/2018,Jun-18,Mon,Checking,,,0.08,Inc,Income,Income
3761,6/28/2018,Jun-18,Thu,Checking,,,3903.09,Inc,Income,Income
3762,7/9/2018,Jul-18,Mon,Checking,,,75,Inc,Income,Income
3763,7/12/2018,Jul-18,Thu,Checking,,,3903.13,Inc,Income,Income
3764,7/20/2018,Jul-18,Fri,Checking,,,519.92,Inc,Income,Income
3765,7/25/2018,Jul-18,Wed,Checking,,,9.25,Inc,Income,Income
3766,7/25/2018,Jul-18,Wed,Checking,,,0.08,Inc,Income,Income
3767,7/31/2018,Jul-18,Tue,Checking,,,3903.09,Inc,Income,Income
3768,8/9/2018,Aug-18,Thu,Checking,,,136.22,Inc,Income,Income
3769,8/14/2018,Aug-18,Tue,Checking,,,3903.13,Inc,Income,Income
3770,8/21/2018,Aug-18,Tue,Checking,,,103.5,Inc,Income,Income
3771,8/24/2018,Aug-18,Fri,Checking,,,6.5,Inc,Income,Income
3772,8/24/2018,Aug-18,Fri,Checking,,,0.06,Inc,Income,Income
3773,8/29/2018,Aug-18,Wed,Checking,,,100,Inc,Income,Income
3774,8/29/2018,Aug-18,Wed,Checking,,,100,Inc,Income,Income
3775,8/30/2018,Aug-18,Thu,Checking,,,3903.09,Inc,Income,Income
3776,9/13/2018,Sep-18,Thu,Checking,,,3903.13,Inc,Income,Income
3777,9/19/2018,Sep-18,Wed,Checking,,,103.5,Inc,Income,Income
3778,9/24/2018,Sep-18,Mon,Checking,,,6.5,Inc,Income,Income
3779,9/24/2018,Sep-18,Mon,Checking,,,0.06,Inc,Income,Income
3780,9/26/2018,Sep-18,Wed,Checking,,,197.06,Inc,Income,Income
3781,9/28/2018,Sep-18,Fri,Checking,,,3903.09,Inc,Income,Income
3782,10/9/2018,Oct-18,Tue,Checking,,,155,Inc,Income,Income
3783,10/12/2018,Oct-18,Fri,Checking,,,3903.13,Inc,Income,Income
3784,10/15/2018,Oct-18,Mon,Checking,,,50,Inc,Income,Income
3785,10/17/2018,Oct-18,Wed,Checking,,,148.81,Inc,Income,Income
3786,10/25/2018,Oct-18,Thu,Checking,,,5.25,Inc,Income,Income
3787,10/25/2018,Oct-18,Thu,Checking,,,0.04,Inc,Income,Income
3788,10/31/2018,Oct-18,Wed,Checking,,,3903.09,Inc,Income,Income
3789,11/2/2018,Nov-18,Fri,Checking,,,281.25,Inc,Income,Income
3790,11/5/2018,Nov-18,Mon,Checking,,,240.6,Inc,Income,Income
3791,11/14/2018,Nov-18,Wed,Checking,,,3903.13,Inc,Income,Income
3792,11/26/2018,Nov-18,Mon,Checking,,,0.03,Inc,Income,Income
3793,11/29/2018,Nov-18,Thu,Checking,,,3903.09,Inc,Income,Income
3794,12/6/2018,Dec-18,Thu,Checking,,,147.36,Inc,Income,Income
3795,12/11/2018,Dec-18,Tue,Checking,,,228.92,Inc,Income,Income
3796,12/13/2018,Dec-18,Thu,Checking,,,3903.13,Inc,Income,Income
3797,12/18/2018,Dec-18,Tue,Checking,,,232.6,Inc,Income,Income
3798,12/18/2018,Dec-18,Tue,Checking,,,600,Inc,Income,Income
3799,12/24/2018,Dec-18,Mon,Checking,,,419.73,Inc,Income,Income
3800,12/24/2018,Dec-18,Mon,Checking,,,0.03,Inc,Income,Income
3801,12/28/2018,Dec-18,Fri,Checking,,,3903.05,Inc,Income,Income
3802,1/3/2019,Jan-19,Thu,Checking,,,180.5,Inc,Income,Income
3803,1/14/2019,Jan-19,Mon,Checking,,,4127.22,Inc,Income,Income
3804,1/17/2019,Jan-19,Thu,Checking,,,80,Inc,Income,Income
3805,1/22/2019,Jan-19,Tue,Checking,,,100,Inc,Income,Income
3806,1/25/2019,Jan-19,Fri,Checking,,,0.04,Inc,Income,Income
3807,1/31/2019,Jan-19,Thu,Checking,,,4127.16,Inc,Income,Income
3808,2/4/2019,Feb-19,Mon,Checking,,,52.94,Inc,Income,Income
3809,2/7/2019,Feb-19,Thu,Checking,,,72.5,Inc,Income,Income
3810,2/14/2019,Feb-19,Thu,Checking,,,4373.21,Inc,Income,Income
3811,2/22/2019,Feb-19,Fri,Checking,,,3.5,Inc,Income,Income
3812,2/22/2019,Feb-19,Fri,Checking,,,0.03,Inc,Income,Income
3813,2/28/2019,Feb-19,Thu,Checking,,,4373.17,Inc,Income,Income
3814,3/13/2019,Mar-19,Wed,Checking,,,72.03,Inc,Income,Income
3815,3/14/2019,Mar-19,Thu,Checking,,,4373.21,Inc,Income,Income
3816,3/18/2019,Mar-19,Mon,Checking,,,72.5,Inc,Income,Income
3817,3/25/2019,Mar-19,Mon,Checking,,,2.95,Inc,Income,Income
3818,3/25/2019,Mar-19,Mon,Checking,,,0.04,Inc,Income,Income
3819,3/29/2019,Mar-19,Fri,Checking,,,4373.17,Inc,Income,Income
3820,4/1/2019,Apr-19,Mon,Checking,,,72.5,Inc,Income,Income
3821,4/4/2019,Apr-19,Thu,Checking,,,193.38,Inc,Income,Income
3822,4/12/2019,Apr-19,Fri,Checking,,,4373.02,Inc,Income,Income
3823,4/24/2019,Apr-19,Wed,Checking,,,0.04,Inc,Income,Income
3824,4/30/2019,Apr-19,Tue,Checking,,,4372.98,Inc,Income,Income
3825,5/3/2019,May-19,Fri,Checking,,,72.5,Inc,Income,Income
3826,5/3/2019,May-19,Fri,Checking,,,100,Inc,Income,Income
3827,5/3/2019,May-19,Fri,Checking,,,100,Inc,Income,Income
3828,5/6/2019,May-19,Mon,Checking,,,4.64,Inc,Income,Income
3829,5/14/2019,May-19,Tue,Checking,,,4828.32,Inc,Income,Income
3830,5/21/2019,May-19,Tue,Checking,,,72.5,Inc,Income,Income
3831,5/24/2019,May-19,Fri,Checking,,,1.75,Inc,Income,Income
3832,5/24/2019,May-19,Fri,Checking,,,0.04,Inc,Income,Income
3833,5/30/2019,May-19,Thu,Checking,,,4009.65,Inc,Income,Income
3834,6/7/2019,Jun-19,Fri,Checking,,,6062.49,Inc,Income,Income
3835,6/13/2019,Jun-19,Thu,Checking,,,4925.74,Inc,Income,Income
3836,6/19/2019,Jun-19,Wed,Amex,,,187.78,Inc,Income,Income
3837,6/24/2019,Jun-19,Mon,Checking,,,3,Inc,Income,Income
3838,6/24/2019,Jun-19,Mon,Checking,,,0.05,Inc,Income,Income
3839,6/25/2019,Jun-19,Tue,Checking,,,3098.6,Inc,Income,Income
3840,6/25/2019,Jun-19,Tue,Checking,,,4.52,Inc,Income,Income
3841,6/28/2019,Jun-19,Fri,Checking,,,4925.7,Inc,Income,Income
3842,7/12/2019,Jul-19,Fri,Checking,,,72.5,Inc,Income,Income
3843,7/12/2019,Jul-19,Fri,Checking,,,4928.34,Inc,Income,Income
3844,7/25/2019,Jul-19,Thu,Checking,,,3.5,Inc,Income,Income
3845,7/25/2019,Jul-19,Thu,Checking,,,0.09,Inc,Income,Income
3846,7/30/2019,Jul-19,Tue,Checking,,,568.98,Inc,Income,Income
3847,7/31/2019,Jul-19,Wed,Checking,,,4928.3,Inc,Income,Income
3848,8/13/2019,Aug-19,Tue,Checking,,,2000,Inc,Income,Income
3849,8/14/2019,Aug-19,Wed,Checking,,,4928.34,Inc,Income,Income
3850,8/26/2019,Aug-19,Mon,Checking,,,3,Inc,Income,Income
3851,8/26/2019,Aug-19,Mon,Checking,,,0.05,Inc,Income,Income
3852,8/28/2019,Aug-19,Wed,Checking,,,100,Inc,Income,Income
3853,8/28/2019,Aug-19,Wed,Checking,,,125,Inc,Income,Income
3854,8/29/2019,Aug-19,Thu,Checking,,,4928.3,Inc,Income,Income
3855,8/30/2019,Aug-19,Fri,Checking,,,300,Inc,Income,Income
3856,8/30/2019,Aug-19,Fri,Checking,,,72.5,Inc,Income,Income
3857,9/4/2019,Sep-19,Wed,Checking,,,72.5,Inc,Income,Income
3858,9/12/2019,Sep-19,Thu,Checking,,,4927.49,Inc,Income,Income
3859,9/24/2019,Sep-19,Tue,Checking,,,0.07,Inc,Income,Income
3860,9/30/2019,Sep-19,Mon,Checking,,,5060.63,Inc,Income,Income
3861,9/30/2019,Sep-19,Mon,Checking,,,4927.45,Inc,Income,Income
3862,10/8/2019,Oct-19,Tue,Checking,,,100,Inc,Income,Income
3863,10/10/2019,Oct-19,Thu,Checking,,,14023.53,Inc,Income,Income
3864,10/11/2019,Oct-19,Fri,Checking,,,4927.49,Inc,Income,Income
3865,10/24/2019,Oct-19,Thu,Checking,,,4865.31,Inc,Income,Income
3866,10/25/2019,Oct-19,Fri,Checking,,,5.95,Inc,Income,Income
3867,10/25/2019,Oct-19,Fri,Checking,,,0.12,Inc,Income,Income
3868,10/31/2019,Oct-19,Thu,Checking,,,4927.45,Inc,Income,Income
3869,11/7/2019,Nov-19,Thu,Checking,,,4832.83,Inc,Income,Income
3870,11/14/2019,Nov-19,Thu,Checking,,,4931.74,Inc,Income,Income
3871,11/18/2019,Nov-19,Mon,Checking,,,72.5,Inc,Income,Income
3872,11/18/2019,Nov-19,Mon,Checking,,,72.5,Inc,Income,Income
3873,11/18/2019,Nov-19,Mon,Checking,,,1040,Inc,Income,Income
3874,11/18/2019,Nov-19,Mon,Checking,,,100,Inc,Income,Income
3875,11/20/2019,Nov-19,Wed,Checking,,,57.96,Inc,Income,Income
3876,11/21/2019,Nov-19,Thu,Checking,,,4832.81,Inc,Income,Income
3877,11/22/2019,Nov-19,Fri,Checking,,,0.1,Inc,Income,Income
3878,11/27/2019,Nov-19,Wed,Checking,,,4931.7,Inc,Income,Income
3879,12/2/2019,Dec-19,Mon,Checking,,,347.63,Inc,Income,Income
3880,12/5/2019,Dec-19,Thu,Checking,,,4832.81,Inc,Income,Income
3881,12/9/2019,Dec-19,Mon,Checking,,,200,Inc,Income,Income
3882,12/10/2019,Dec-19,Tue,Checking,,,340.17,Inc,Income,Income
3883,12/13/2019,Dec-19,Fri,Checking,,,300,Inc,Income,Income
3884,12/19/2019,Dec-19,Thu,Checking,,,4832.81,Inc,Income,Income
3885,12/24/2019,Dec-19,Tue,Checking,,,8.9,Inc,Income,Income
3886,12/24/2019,Dec-19,Tue,Checking,,,0.13,Inc,Income,Income
3887,12/27/2019,Dec-19,Fri,Checking,,,600,Inc,Income,Income
3888,12/30/2019,Dec-19,Mon,Checking,,,3693.39,Inc,Income,Income
3889,1/2/2020,Jan-20,Thu,Checking,,,4833.11,Inc,Income,Income
3890,1/16/2020,Jan-20,Thu,Checking,,,4522.39,Inc,Income,Income
3891,1/24/2020,Jan-20,Fri,Checking,,,0.09,Inc,Income,Income
3892,1/28/2020,Jan-20,Tue,Checking,,,58.95,Inc,Income,Income
3893,1/30/2020,Jan-20,Thu,Checking,,,3697.93,Inc,Income,Income
3894,1/30/2020,Jan-20,Thu,Checking,,,4504.9,Inc,Income,Income
3895,1/30/2020,Jan-20,Thu,Checking,,,3492.09,Inc,Income,Income
3896,2/5/2020,Feb-20,Wed,Amex,,,99.82,Inc,Income,Income
3897,2/13/2020,Feb-20,Thu,Checking,,,4522.36,Inc,Income,Income
3898,2/18/2020,Feb-20,Tue,Checking,,,9.87,Inc,Income,Income
3899,2/24/2020,Feb-20,Mon,Checking,,,5.95,Inc,Income,Income
3900,2/24/2020,Feb-20,Mon,Checking,,,0.07,Inc,Income,Income
3901,2/25/2020,Feb-20,Tue,Checking,,,5191.51,Inc,Income,Income
3902,2/27/2020,Feb-20,Thu,Checking,,,3697.93,Inc,Income,Income
3903,2/27/2020,Feb-20,Thu,Checking,,,4522.38,Inc,Income,Income
3904,2/27/2020,Feb-20,Thu,Checking,,,3492.09,Inc,Income,Income
3905,3/10/2020,Mar-20,Tue,Checking,,,2396.92,Inc,Income,Income
3906,3/12/2020,Mar-20,Thu,Checking,,,4522.36,Inc,Income,Income
3907,3/17/2020,Mar-20,Tue,Checking,,,241.4,Inc,Income,Income
3908,3/25/2020,Mar-20,Wed,Checking,,,5.9,Inc,Income,Income
3909,3/25/2020,Mar-20,Wed,Checking,,,0.09,Inc,Income,Income
3910,3/26/2020,Mar-20,Thu,Checking,,,4522.36,Inc,Income,Income
3911,3/27/2020,Mar-20,Fri,Checking,,,500,Inc,Income,Income
3912,3/31/2020,Mar-20,Tue,Checking,,,3697.93,Inc,Income,Income
3913,3/31/2020,Mar-20,Tue,Checking,,,3492.09,Inc,Income,Income
3914,4/9/2020,Apr-20,Thu,Checking,,,4522.38,Inc,Income,Income
3915,4/23/2020,Apr-20,Thu,Checking,,,4522.36,Inc,Income,Income
3916,4/24/2020,Apr-20,Fri,Checking,,,0.1,Inc,Income,Income
3917,4/27/2020,Apr-20,Mon,Checking,,,100,Inc,Income,Income
3918,4/27/2020,Apr-20,Mon,Checking,,,125,Inc,Income,Income
3919,4/30/2020,Apr-20,Thu,Checking,,,975.47,Inc,Income,Income
3920,4/30/2020,Apr-20,Thu,Checking,,,3697.93,Inc,Income,Income
3921,4/30/2020,Apr-20,Thu,Checking,,,3492.09,Inc,Income,Income
3922,5/1/2020,May-20,Fri,Checking,,,28.75,Inc,Income,Income
3923,5/5/2020,May-20,Tue,Checking,,,264,Inc,Income,Income
3924,5/7/2020,May-20,Thu,Checking,,,18,Inc,Income,Income
3925,5/7/2020,May-20,Thu,Checking,,,2000,Inc,Income,Income
3926,5/7/2020,May-20,Thu,Checking,,,34.26,Inc,Income,Income
3927,5/7/2020,May-20,Thu,Checking,,,34.26,Inc,Income,Income
3928,5/7/2020,May-20,Thu,Checking,,,186.3,Inc,Income,Income
3929,5/7/2020,May-20,Thu,Checking,,,4522.37,Inc,Income,Income
3930,5/13/2020,May-20,Wed,Checking,,,31.05,Inc,Income,Income
3931,5/21/2020,May-20,Thu,Checking,,,4522.37,Inc,Income,Income
3932,5/22/2020,May-20,Fri,Checking,,,3,Inc,Income,Income
3933,5/22/2020,May-20,Fri,Checking,,,1157.93,Inc,Income,Income
3934,5/22/2020,May-20,Fri,Checking,,,0.08,Inc,Income,Income
3935,5/29/2020,May-20,Fri,Checking,,,3697.93,Inc,Income,Income
3936,5/29/2020,May-20,Fri,Checking,,,3492.09,Inc,Income,Income
3937,6/4/2020,Jun-20,Thu,Checking,,,4522.37,Inc,Income,Income
3938,6/9/2020,Jun-20,Tue,Checking,,,1294.41,Inc,Income,Income
3939,6/9/2020,Jun-20,Tue,Checking,,,17,Inc,Income,Income
3940,6/18/2020,Jun-20,Thu,Checking,,,4522.37,Inc,Income,Income
3941,6/24/2020,Jun-20,Wed,Checking,,,2.5,Inc,Income,Income
3942,6/24/2020,Jun-20,Wed,Checking,,,0.11,Inc,Income,Income
3943,6/25/2020,Jun-20,Thu,Checking,,,300,Inc,Income,Income
3944,6/25/2020,Jun-20,Thu,Checking,,,34.26,Inc,Income,Income
3945,6/30/2020,Jun-20,Tue,Checking,,,3697.93,Inc,Income,Income
3946,6/30/2020,Jun-20,Tue,Checking,,,3492.09,Inc,Income,Income
3947,7/1/2020,Jul-20,Wed,Checking,,,7170.97,Inc,Income,Income
3948,7/6/2020,Jul-20,Mon,Checking,,,30,Inc,Income,Income
3949,7/16/2020,Jul-20,Thu,Checking,,,4522.37,Inc,Income,Income
3950,7/24/2020,Jul-20,Fri,Checking,,,6.5,Inc,Income,Income
3951,7/24/2020,Jul-20,Fri,Checking,,,0.09,Inc,Income,Income
3952,7/30/2020,Jul-20,Thu,Checking,,,3744.36,Inc,Income,Income
3953,7/30/2020,Jul-20,Thu,Checking,,,4504.9,Inc,Income,Income
3954,7/30/2020,Jul-20,Thu,Checking,,,3492.09,Inc,Income,Income
3955,8/13/2020,Aug-20,Thu,Checking,,,4522.37,Inc,Income,Income
3956,8/24/2020,Aug-20,Mon,Checking,,,4356.62,Inc,Income,Income
3957,8/25/2020,Aug-20,Tue,Checking,,,3,Inc,Income,Income
3958,8/25/2020,Aug-20,Tue,Checking,,,0.09,Inc,Income,Income
3959,8/27/2020,Aug-20,Thu,Checking,,,4522.37,Inc,Income,Income
3960,8/31/2020,Aug-20,Mon,Checking,,,3744.36,Inc,Income,Income
3961,8/31/2020,Aug-20,Mon,Checking,,,3492.09,Inc,Income,Income
3962,9/8/2020,Sep-20,Tue,Checking,,,34.26,Inc,Income,Income
3963,9/10/2020,Sep-20,Thu,Checking,,,4522.36,Inc,Income,Income
3964,9/24/2020,Sep-20,Thu,Checking,,,2.95,Inc,Income,Income
3965,9/24/2020,Sep-20,Thu,Checking,,,0.12,Inc,Income,Income
3966,9/24/2020,Sep-20,Thu,Checking,,,4522.39,Inc,Income,Income
3967,9/30/2020,Sep-20,Wed,Checking,,,3744.36,Inc,Income,Income
3968,9/30/2020,Sep-20,Wed,Checking,,,3492.09,Inc,Income,Income
3969,4/3/2017,Apr-17,Mon,Credit,,,-44.33,Spend,Interest,Interest
3970,5/3/2017,May-17,Wed,Credit,,,-39.69,Spend,Interest,Interest
3971,6/2/2017,Jun-17,Fri,Credit,,,-19.91,Spend,Interest,Interest
3972,7/3/2017,Jul-17,Mon,Credit,,,-16.02,Spend,Interest,Interest
3973,8/3/2017,Aug-17,Thu,Credit,,,-18.18,Spend,Interest,Interest
3974,9/3/2017,Sep-17,Sun,Credit,,,-11.6,Spend,Interest,Interest
3975,10/3/2017,Oct-17,Tue,Credit,,,-11.92,Spend,Interest,Interest
3976,11/3/2017,Nov-17,Fri,Credit,,,-14.12,Spend,Interest,Interest
