,date,yrMnth,dayOW,account,company,companyCode,cost,spenInc,category.unique,subcategory.unique
1,4/3/2017,Apr-17,Mon,Checking,,,-40,Spend,ATM,ATM
2,4/13/2017,Apr-17,Thu,Checking,,,-40,Spend,ATM,ATM
3,4/24/2017,Apr-17,Mon,Checking,,,-53,Spend,ATM,ATM
4,6/13/2017,Jun-17,Tue,Checking,,,-103,Spend,ATM,ATM
5,6/19/2017,Jun-17,Mon,Checking,,,-83,Spend,ATM,ATM
6,7/28/2017,Jul-17,Fri,Checking,,,-100,Spend,ATM,ATM
7,8/7/2017,Aug-17,Mon,Checking,,,-103,Spend,ATM,ATM
8,8/18/2017,Aug-17,Fri,Checking,,,-103.5,Spend,ATM,ATM
9,8/18/2017,Aug-17,Fri,Checking,,,-43.5,Spend,ATM,ATM
10,9/8/2017,Sep-17,Fri,Checking,,,-203.5,Spend,ATM,ATM
11,9/19/2017,Sep-17,Tue,Checking,,,-40,Spend,ATM,ATM
12,10/2/2017,Oct-17,Mon,Checking,,,-80,Spend,ATM,ATM
13,10/13/2017,Oct-17,Fri,Checking,,,-103.5,Spend,ATM,ATM
14,10/23/2017,Oct-17,Mon,Checking,,,-33,Spend,ATM,ATM
15,10/23/2017,Oct-17,Mon,Checking,,,-83,Spend,ATM,ATM
16,12/1/2017,Dec-17,Fri,Checking,,,-203,Spend,ATM,ATM
17,12/8/2017,Dec-17,Fri,Checking,,,-103.5,Spend,ATM,ATM
18,12/11/2017,Dec-17,Mon,Checking,,,-63,Spend,ATM,ATM
19,2/5/2018,Feb-18,Mon,Checking,,,-63.75,Spend,ATM,ATM
20,5/7/2018,May-18,Mon,Checking,,,-153,Spend,ATM,ATM
21,5/10/2018,May-18,Thu,Checking,,,-63.75,Spend,ATM,ATM
22,7/9/2018,Jul-18,Mon,Checking,,,-103.5,Spend,ATM,ATM
23,7/20/2018,Jul-18,Fri,Checking,,,-53.75,Spend,ATM,ATM
24,7/24/2018,Jul-18,Tue,Amex,,,-33.36,Spend,ATM,ATM
25,8/3/2018,Aug-18,Fri,Checking,,,-63.5,Spend,ATM,ATM
26,8/6/2018,Aug-18,Mon,Checking,,,-103,Spend,ATM,ATM
27,8/30/2018,Aug-18,Thu,Checking,,,-63,Spend,ATM,ATM
28,8/30/2018,Aug-18,Thu,Checking,,,-103.5,Spend,ATM,ATM
29,9/7/2018,Sep-18,Fri,Checking,,,-100,Spend,ATM,ATM
30,10/2/2018,Oct-18,Tue,Checking,,,-62.25,Spend,ATM,ATM
31,10/18/2018,Oct-18,Thu,Checking,,,-103,Spend,ATM,ATM
32,10/24/2018,Oct-18,Wed,Amex,,,-37.66,Spend,ATM,ATM
33,11/2/2018,Nov-18,Fri,Checking,,,-60,Spend,ATM,ATM
34,11/3/2018,Nov-18,Sat,Amex,,,-25.18,Spend,ATM,ATM
35,11/3/2018,Nov-18,Sat,Amex,,,-12.48,Spend,ATM,ATM
36,11/14/2018,Nov-18,Wed,Checking,,,-60,Spend,ATM,ATM
37,1/2/2019,Jan-19,Wed,Checking,,,-60,Spend,ATM,ATM
38,1/28/2019,Jan-19,Mon,Checking,,,-160,Spend,ATM,ATM
39,2/11/2019,Feb-19,Mon,Checking,,,-63.5,Spend,ATM,ATM
40,3/1/2019,Mar-19,Fri,Checking,,,-60,Spend,ATM,ATM
41,3/21/2019,Mar-19,Thu,Checking,,,-62.95,Spend,ATM,ATM
42,4/23/2019,Apr-19,Tue,Checking,,,-60,Spend,ATM,ATM
43,5/30/2019,May-19,Thu,Checking,,,-400,Spend,ATM,ATM
44,6/3/2019,Jun-19,Mon,Checking,,,-303,Spend,ATM,ATM
45,7/9/2019,Jul-19,Tue,Checking,,,-60,Spend,ATM,ATM
46,7/23/2019,Jul-19,Tue,Checking,,,-103.5,Spend,ATM,ATM
47,8/12/2019,Aug-19,Mon,Checking,,,-43,Spend,ATM,ATM
48,8/13/2019,Aug-19,Tue,Checking,,,-60,Spend,ATM,ATM
49,9/23/2019,Sep-19,Mon,Checking,,,-100,Spend,ATM,ATM
50,10/24/2019,Oct-19,Thu,Checking,,,-103,Spend,ATM,ATM
51,11/7/2019,Nov-19,Thu,Checking,,,-60,Spend,ATM,ATM
52,11/25/2019,Nov-19,Mon,Checking,,,-100,Spend,ATM,ATM
53,12/9/2019,Dec-19,Mon,Checking,,,-100,Spend,ATM,ATM
54,12/16/2019,Dec-19,Mon,Checking,,,-103,Spend,ATM,ATM
55,1/22/2020,Jan-20,Wed,Checking,,,-100,Spend,ATM,ATM
56,1/31/2020,Jan-20,Fri,Checking,,,-202.95,Spend,ATM,ATM
57,2/18/2020,Feb-20,Tue,Checking,,,-203,Spend,ATM,ATM
58,3/2/2020,Mar-20,Mon,Checking,,,-100,Spend,ATM,ATM
59,5/1/2020,May-20,Fri,Checking,,,-503,Spend,ATM,ATM
60,6/18/2020,Jun-20,Thu,Checking,,,-202.5,Spend,ATM,ATM
61,7/24/2020,Jul-20,Fri,Checking,,,-303,Spend,ATM,ATM
62,8/20/2020,Aug-20,Thu,Checking,,,-503,Spend,ATM,ATM
63,1/5/2017,Jan-17,Thu,Amex,,,-59.63,Spend,Car,Gas
64,1/9/2017,Jan-17,Mon,Amex,,,-31.78,Spend,Car,Gas
65,1/13/2017,Jan-17,Fri,Amex,,,-0.76,Spend,Car,Gas
66,1/13/2017,Jan-17,Fri,Amex,,,-48.13,Spend,Car,Gas
67,1/20/2017,Jan-17,Fri,Amex,,,-35.33,Spend,Car,Gas
68,1/23/2017,Jan-17,Mon,Amex,,,-47.06,Spend,Car,Gas
69,2/2/2017,Feb-17,Thu,Amex,,,-40.24,Spend,Car,Gas
70,2/4/2017,Feb-17,Sat,Amex,,,-33.75,Spend,Car,Gas
71,2/8/2017,Feb-17,Wed,Amex,,,-42.77,Spend,Car,Gas
72,2/15/2017,Feb-17,Wed,Amex,,,-48.25,Spend,Car,Gas
73,2/16/2017,Feb-17,Thu,Amex,,,-28.71,Spend,Car,Gas
74,2/22/2017,Feb-17,Wed,Amex,,,-46.31,Spend,Car,Gas
75,2/22/2017,Feb-17,Wed,Amex,,,-21.82,Spend,Car,Gas
76,2/25/2017,Feb-17,Sat,Amex,,,-4.35,Spend,Car,Gas
77,3/2/2017,Mar-17,Thu,Amex,,,-33.15,Spend,Car,Gas
78,3/3/2017,Mar-17,Fri,Amex,,,-45.52,Spend,Car,Gas
79,3/7/2017,Mar-17,Tue,Amex,,,-51.43,Spend,Car,Gas
80,3/10/2017,Mar-17,Fri,Amex,,,-33.23,Spend,Car,Gas
81,3/17/2017,Mar-17,Fri,Amex,,,-45.85,Spend,Car,Gas
82,3/22/2017,Mar-17,Wed,Amex,,,-47.78,Spend,Car,Gas
83,3/29/2017,Mar-17,Wed,Amex,,,-37.95,Spend,Car,Gas
84,3/31/2017,Mar-17,Fri,Amex,,,-34.35,Spend,Car,Gas
85,3/31/2017,Mar-17,Fri,Credit,,,-14.7,Spend,Car,Gas
86,4/4/2017,Apr-17,Tue,Amex,,,-48.74,Spend,Car,Gas
87,4/6/2017,Apr-17,Thu,Amex,,,-33.54,Spend,Car,Gas
88,4/13/2017,Apr-17,Thu,Amex,,,-24.21,Spend,Car,Gas
89,4/13/2017,Apr-17,Thu,Amex,,,-52,Spend,Car,Gas
90,4/19/2017,Apr-17,Wed,Credit,,,-32.5,Spend,Car,Gas
91,4/20/2017,Apr-17,Thu,Amex,,,-55.66,Spend,Car,Gas
92,4/20/2017,Apr-17,Thu,Checking,,,-62,Spend,Car,Gas
93,4/21/2017,Apr-17,Fri,Credit,,,-9.85,Spend,Car,Gas
94,5/1/2017,May-17,Mon,Amex,,,-38.18,Spend,Car,Gas
95,5/3/2017,May-17,Wed,Amex,,,-52.55,Spend,Car,Gas
96,5/4/2017,May-17,Thu,Credit,,,-13.7,Spend,Car,Gas
97,5/5/2017,May-17,Fri,Amex,,,-34.66,Spend,Car,Gas
98,5/10/2017,May-17,Wed,Amex,,,-38.81,Spend,Car,Gas
99,5/13/2017,May-17,Sat,Amex,,,-8.01,Spend,Car,Gas
100,5/15/2017,May-17,Mon,Amex,,,-4.35,Spend,Car,Gas
101,5/16/2017,May-17,Tue,Amex,,,-32.35,Spend,Car,Gas
102,5/17/2017,May-17,Wed,Amex,,,-12,Spend,Car,Gas
103,5/18/2017,May-17,Thu,Amex,,,-40,Spend,Car,Gas
104,5/18/2017,May-17,Thu,Amex,,,-38.74,Spend,Car,Gas
105,5/28/2017,May-17,Sun,Amex,,,-43.97,Spend,Car,Gas
106,5/29/2017,May-17,Mon,Amex,,,-33.21,Spend,Car,Gas
107,6/4/2017,Jun-17,Sun,Credit,,,-39.84,Spend,Car,Gas
108,6/4/2017,Jun-17,Sun,Amex,,,-5.97,Spend,Car,Gas
109,6/6/2017,Jun-17,Tue,Amex,,,-38.04,Spend,Car,Gas
110,6/9/2017,Jun-17,Fri,Amex,,,-33.85,Spend,Car,Gas
111,6/10/2017,Jun-17,Sat,Amex,,,-38.04,Spend,Car,Gas
112,6/11/2017,Jun-17,Sun,Amex,,,-9.53,Spend,Car,Gas
113,6/12/2017,Jun-17,Mon,Amex,,,-21.82,Spend,Car,Gas
114,6/12/2017,Jun-17,Mon,Credit,,,-14.7,Spend,Car,Gas
115,6/13/2017,Jun-17,Tue,Amex,,,-35.88,Spend,Car,Gas
116,6/15/2017,Jun-17,Thu,Amex,,,-50.25,Spend,Car,Gas
117,6/17/2017,Jun-17,Sat,Credit,,,-15.45,Spend,Car,Gas
118,6/23/2017,Jun-17,Fri,Amex,,,-24.84,Spend,Car,Gas
119,6/28/2017,Jun-17,Wed,Amex,,,-31.58,Spend,Car,Gas
120,7/1/2017,Jul-17,Sat,Amex,,,-10.73,Spend,Car,Gas
121,7/6/2017,Jul-17,Thu,Amex,,,-33.22,Spend,Car,Gas
122,7/11/2017,Jul-17,Tue,Amex,,,-39.25,Spend,Car,Gas
123,7/17/2017,Jul-17,Mon,Amex,,,-37,Spend,Car,Gas
124,7/21/2017,Jul-17,Fri,Amex,,,-24.64,Spend,Car,Gas
125,7/22/2017,Jul-17,Sat,Amex,,,-32.75,Spend,Car,Gas
126,7/22/2017,Jul-17,Sat,Amex,,,-20.13,Spend,Car,Gas
127,7/26/2017,Jul-17,Wed,Amex,,,-32.28,Spend,Car,Gas
128,7/28/2017,Jul-17,Fri,Amex,,,-31.85,Spend,Car,Gas
129,7/29/2017,Jul-17,Sat,Amex,,,-48.16,Spend,Car,Gas
130,8/4/2017,Aug-17,Fri,Amex,,,-40.07,Spend,Car,Gas
131,8/4/2017,Aug-17,Fri,Amex,,,-38.11,Spend,Car,Gas
132,8/14/2017,Aug-17,Mon,Amex,,,-39.9,Spend,Car,Gas
133,8/26/2017,Aug-17,Sat,Amex,,,-47.65,Spend,Car,Gas
134,8/31/2017,Aug-17,Thu,Amex,,,-45.48,Spend,Car,Gas
135,9/2/2017,Sep-17,Sat,Amex,,,-47.2,Spend,Car,Gas
136,9/6/2017,Sep-17,Wed,Amex,,,-11.34,Spend,Car,Gas
137,9/8/2017,Sep-17,Fri,Amex,,,-13.07,Spend,Car,Gas
138,9/9/2017,Sep-17,Sat,Amex,,,-3.54,Spend,Car,Gas
139,9/9/2017,Sep-17,Sat,Amex,,,-26.59,Spend,Car,Gas
140,9/9/2017,Sep-17,Sat,Amex,,,-21.61,Spend,Car,Gas
141,9/12/2017,Sep-17,Tue,Amex,,,-1.17,Spend,Car,Gas
142,9/12/2017,Sep-17,Tue,Amex,,,-9.54,Spend,Car,Gas
143,9/12/2017,Sep-17,Tue,Amex,,,-19.51,Spend,Car,Gas
144,9/12/2017,Sep-17,Tue,Amex,,,-1.42,Spend,Car,Gas
145,9/18/2017,Sep-17,Mon,Amex,,,-50.51,Spend,Car,Gas
146,9/29/2017,Sep-17,Fri,Amex,,,-51.64,Spend,Car,Gas
147,9/29/2017,Sep-17,Fri,Amex,,,-48.21,Spend,Car,Gas
148,9/30/2017,Sep-17,Sat,Amex,,,-4.57,Spend,Car,Gas
149,10/8/2017,Oct-17,Sun,Amex,,,-58.85,Spend,Car,Gas
150,10/13/2017,Oct-17,Fri,Amex,,,-41.25,Spend,Car,Gas
151,10/14/2017,Oct-17,Sat,Amex,,,-6.17,Spend,Car,Gas
152,10/16/2017,Oct-17,Mon,Amex,,,-27.49,Spend,Car,Gas
153,10/21/2017,Oct-17,Sat,Amex,,,-4.57,Spend,Car,Gas
154,10/23/2017,Oct-17,Mon,Amex,,,-40.01,Spend,Car,Gas
155,10/25/2017,Oct-17,Wed,Credit,,,-14,Spend,Car,Gas
156,10/25/2017,Oct-17,Wed,Amex,,,-33.75,Spend,Car,Gas
157,10/28/2017,Oct-17,Sat,Amex,,,-4.57,Spend,Car,Gas
158,11/4/2017,Nov-17,Sat,Amex,,,-20.37,Spend,Car,Gas
159,11/6/2017,Nov-17,Mon,Amex,,,-3.62,Spend,Car,Gas
160,11/6/2017,Nov-17,Mon,Amex,,,-41.73,Spend,Car,Gas
161,11/12/2017,Nov-17,Sun,Amex,,,-41.96,Spend,Car,Gas
162,11/12/2017,Nov-17,Sun,Amex,,,-1.98,Spend,Car,Gas
163,11/18/2017,Nov-17,Sat,Amex,,,-22.05,Spend,Car,Gas
164,11/19/2017,Nov-17,Sun,Amex,,,-46.51,Spend,Car,Gas
165,11/23/2017,Nov-17,Thu,Amex,,,-48.36,Spend,Car,Gas
166,11/25/2017,Nov-17,Sat,Amex,,,-8,Spend,Car,Gas
167,11/26/2017,Nov-17,Sun,Amex,,,-36.33,Spend,Car,Gas
168,11/29/2017,Nov-17,Wed,Credit,,,-15,Spend,Car,Gas
169,11/29/2017,Nov-17,Wed,Amex,,,-34.41,Spend,Car,Gas
170,12/4/2017,Dec-17,Mon,Amex,,,-45.51,Spend,Car,Gas
171,12/8/2017,Dec-17,Fri,Amex,,,-38,Spend,Car,Gas
172,12/11/2017,Dec-17,Mon,Amex,,,-45.19,Spend,Car,Gas
173,12/18/2017,Dec-17,Mon,Amex,,,-39.08,Spend,Car,Gas
174,12/22/2017,Dec-17,Fri,Amex,,,-36.8,Spend,Car,Gas
175,12/22/2017,Dec-17,Fri,Amex,,,-25.14,Spend,Car,Gas
176,12/27/2017,Dec-17,Wed,Amex,,,-38.8,Spend,Car,Gas
177,12/27/2017,Dec-17,Wed,Amex,,,-35.03,Spend,Car,Gas
178,12/28/2017,Dec-17,Thu,Amex,,,-44.03,Spend,Car,Gas
179,12/31/2017,Dec-17,Sun,Amex,,,-17.37,Spend,Car,Gas
180,1/5/2018,Jan-18,Fri,Amex,,,-48.44,Spend,Car,Gas
181,1/13/2018,Jan-18,Sat,Amex,,,-46.55,Spend,Car,Gas
182,1/18/2018,Jan-18,Thu,Amex,,,-43.82,Spend,Car,Gas
183,1/19/2018,Jan-18,Fri,Amex,,,-41.3,Spend,Car,Gas
184,1/28/2018,Jan-18,Sun,Amex,,,-45.41,Spend,Car,Gas
185,1/28/2018,Jan-18,Sun,Amex,,,-29.64,Spend,Car,Gas
186,1/29/2018,Jan-18,Mon,Amex,,,-37.39,Spend,Car,Gas
187,1/29/2018,Jan-18,Mon,Amex,,,-50.33,Spend,Car,Gas
188,2/1/2018,Feb-18,Thu,Amex,,,-30,Spend,Car,Gas
189,2/1/2018,Feb-18,Thu,Credit,,,-42.2,Spend,Car,Gas
190,2/1/2018,Feb-18,Thu,Amex,,,-15.48,Spend,Car,Gas
191,2/6/2018,Feb-18,Tue,Credit,,,-50.04,Spend,Car,Gas
192,2/17/2018,Feb-18,Sat,Amex,,,-47.34,Spend,Car,Gas
193,2/20/2018,Feb-18,Tue,Amex,,,-52.24,Spend,Car,Gas
194,3/1/2018,Mar-18,Thu,Amex,,,-45.42,Spend,Car,Gas
195,3/10/2018,Mar-18,Sat,Amex,,,-5.49,Spend,Car,Gas
196,3/14/2018,Mar-18,Wed,Credit,,,-49.22,Spend,Car,Gas
197,3/24/2018,Mar-18,Sat,Credit,,,-38.27,Spend,Car,Gas
198,3/28/2018,Mar-18,Wed,Amex,,,-46.08,Spend,Car,Gas
199,3/31/2018,Mar-18,Sat,Amex,,,-25.25,Spend,Car,Gas
200,4/1/2018,Apr-18,Sun,Amex,,,-43.97,Spend,Car,Gas
201,4/6/2018,Apr-18,Fri,Amex,,,-44.66,Spend,Car,Gas
202,4/11/2018,Apr-18,Wed,Amex,,,-21.34,Spend,Car,Gas
203,4/20/2018,Apr-18,Fri,Amex,,,-54.33,Spend,Car,Gas
204,4/20/2018,Apr-18,Fri,Amex,,,-54.79,Spend,Car,Gas
205,4/22/2018,Apr-18,Sun,Amex,,,-7.28,Spend,Car,Gas
206,4/23/2018,Apr-18,Mon,Credit,,,-12,Spend,Car,Gas
207,5/4/2018,May-18,Fri,Amex,,,-49.24,Spend,Car,Gas
208,5/8/2018,May-18,Tue,Amex,,,-48.81,Spend,Car,Gas
209,5/9/2018,May-18,Wed,Amex,,,-25.93,Spend,Car,Gas
210,5/23/2018,May-18,Wed,Amex,,,-50.17,Spend,Car,Gas
211,6/2/2018,Jun-18,Sat,Amex,,,-33.93,Spend,Car,Gas
212,6/4/2018,Jun-18,Mon,Amex,,,-41.88,Spend,Car,Gas
213,6/4/2018,Jun-18,Mon,Amex,,,-33.23,Spend,Car,Gas
214,6/8/2018,Jun-18,Fri,Amex,,,-41.06,Spend,Car,Gas
215,6/10/2018,Jun-18,Sun,Amex,,,-1.95,Spend,Car,Gas
216,6/10/2018,Jun-18,Sun,Amex,,,-28.21,Spend,Car,Gas
217,6/10/2018,Jun-18,Sun,Amex,,,-44.8,Spend,Car,Gas
218,6/14/2018,Jun-18,Thu,Amex,,,-53.77,Spend,Car,Gas
219,6/17/2018,Jun-18,Sun,Amex,,,-36.53,Spend,Car,Gas
220,7/9/2018,Jul-18,Mon,Amex,,,-53.85,Spend,Car,Gas
221,7/14/2018,Jul-18,Sat,Credit,,,-50.43,Spend,Car,Gas
222,7/24/2018,Jul-18,Tue,Amex,,,-49.88,Spend,Car,Gas
223,8/6/2018,Aug-18,Mon,Amex,,,-54.7,Spend,Car,Gas
224,8/9/2018,Aug-18,Thu,Amex,,,-38.87,Spend,Car,Gas
225,8/19/2018,Aug-18,Sun,Amex,,,-51.98,Spend,Car,Gas
226,8/22/2018,Aug-18,Wed,Amex,,,-34.74,Spend,Car,Gas
227,8/26/2018,Aug-18,Sun,Amex,,,-55.99,Spend,Car,Gas
228,9/9/2018,Sep-18,Sun,Amex,,,-40.03,Spend,Car,Gas
229,9/10/2018,Sep-18,Mon,Amex,,,-8.99,Spend,Car,Gas
230,9/12/2018,Sep-18,Wed,Amex,,,-54.13,Spend,Car,Gas
231,9/14/2018,Sep-18,Fri,Amex,,,-57.36,Spend,Car,Gas
232,9/20/2018,Sep-18,Thu,Credit,,,-47.47,Spend,Car,Gas
233,10/4/2018,Oct-18,Thu,Amex,,,-38.78,Spend,Car,Gas
234,10/4/2018,Oct-18,Thu,Amex,,,-56.24,Spend,Car,Gas
235,10/8/2018,Oct-18,Mon,Amex,,,-27.1,Spend,Car,Gas
236,10/8/2018,Oct-18,Mon,Amex,,,-41.25,Spend,Car,Gas
237,10/11/2018,Oct-18,Thu,Amex,,,-57.02,Spend,Car,Gas
238,10/16/2018,Oct-18,Tue,Amex,,,-48.16,Spend,Car,Gas
239,10/27/2018,Oct-18,Sat,Amex,,,-47.16,Spend,Car,Gas
240,11/7/2018,Nov-18,Wed,Amex,,,-54.55,Spend,Car,Gas
241,11/14/2018,Nov-18,Wed,Amex,,,-14.63,Spend,Car,Gas
242,11/18/2018,Nov-18,Sun,Amex,,,-53.52,Spend,Car,Gas
243,11/21/2018,Nov-18,Wed,Amex,,,-29.48,Spend,Car,Gas
244,11/25/2018,Nov-18,Sun,Amex,,,-36.14,Spend,Car,Gas
245,12/7/2018,Dec-18,Fri,Amex,,,-52.32,Spend,Car,Gas
246,12/24/2018,Dec-18,Mon,Amex,,,-41.2,Spend,Car,Gas
247,1/6/2019,Jan-19,Sun,Amex,,,-43.26,Spend,Car,Gas
248,1/28/2019,Jan-19,Mon,Amex,,,-45.52,Spend,Car,Gas
249,2/14/2019,Feb-19,Thu,Amex,,,-47.98,Spend,Car,Gas
250,2/16/2019,Feb-19,Sat,Amex,,,-39.82,Spend,Car,Gas
251,2/17/2019,Feb-19,Sun,Amex,,,-19.46,Spend,Car,Gas
252,3/11/2019,Mar-19,Mon,Amex,,,-49.59,Spend,Car,Gas
253,3/25/2019,Mar-19,Mon,Amex,,,-31.4,Spend,Car,Gas
254,3/26/2019,Mar-19,Tue,Amex,,,-1.64,Spend,Car,Gas
255,3/26/2019,Mar-19,Tue,Amex,,,-30.06,Spend,Car,Gas
256,3/30/2019,Mar-19,Sat,Amex,,,-51.5,Spend,Car,Gas
257,4/2/2019,Apr-19,Tue,Amex,,,-53.12,Spend,Car,Gas
258,4/17/2019,Apr-19,Wed,Amex,,,-41.2,Spend,Car,Gas
259,4/24/2019,Apr-19,Wed,Amex,,,-35.33,Spend,Car,Gas
260,4/30/2019,Apr-19,Tue,Amex,,,-41.49,Spend,Car,Gas
261,5/5/2019,May-19,Sun,Amex,,,-50.21,Spend,Car,Gas
262,5/28/2019,May-19,Tue,Amex,,,-56.07,Spend,Car,Gas
263,5/31/2019,May-19,Fri,Amex,,,-6.52,Spend,Car,Gas
264,6/1/2019,Jun-19,Sat,Amex,,,-7.12,Spend,Car,Gas
265,6/1/2019,Jun-19,Sat,Amex,,,-52,Spend,Car,Gas
266,6/2/2019,Jun-19,Sun,Amex,,,-39.53,Spend,Car,Gas
267,6/10/2019,Jun-19,Mon,Amex,,,-40.99,Spend,Car,Gas
268,6/17/2019,Jun-19,Mon,Amex,,,-44.22,Spend,Car,Gas
269,6/18/2019,Jun-19,Tue,Amex,,,-7.14,Spend,Car,Gas
270,6/19/2019,Jun-19,Wed,Amex,,,-40.64,Spend,Car,Gas
271,6/23/2019,Jun-19,Sun,Amex,,,-49.73,Spend,Car,Gas
272,6/27/2019,Jun-19,Thu,Amex,,,-16.01,Spend,Car,Gas
273,6/27/2019,Jun-19,Thu,Amex,,,-31.38,Spend,Car,Gas
274,6/28/2019,Jun-19,Fri,Amex,,,-56.6,Spend,Car,Gas
275,7/1/2019,Jul-19,Mon,Amex,,,-52.61,Spend,Car,Gas
276,7/3/2019,Jul-19,Wed,Amex,,,-44.68,Spend,Car,Gas
277,7/8/2019,Jul-19,Mon,Amex,,,-30.57,Spend,Car,Gas
278,7/9/2019,Jul-19,Tue,Amex,,,-47.23,Spend,Car,Gas
279,7/10/2019,Jul-19,Wed,Amex,,,-48.05,Spend,Car,Gas
280,7/14/2019,Jul-19,Sun,Amex,,,-26.54,Spend,Car,Gas
281,7/18/2019,Jul-19,Thu,Amex,,,-42.92,Spend,Car,Gas
282,7/18/2019,Jul-19,Thu,Amex,,,-40.06,Spend,Car,Gas
283,7/22/2019,Jul-19,Mon,Amex,,,-45.35,Spend,Car,Gas
284,7/24/2019,Jul-19,Wed,Amex,,,-30.06,Spend,Car,Gas
285,7/26/2019,Jul-19,Fri,Amex_CredCard,,,-32.5,Spend,Car,Gas
286,7/26/2019,Jul-19,Fri,Amex,,,-38.54,Spend,Car,Gas
287,7/29/2019,Jul-19,Mon,Amex_CredCard,,,-22.52,Spend,Car,Gas
288,7/30/2019,Jul-19,Tue,Amex_CredCard,,,-26.89,Spend,Car,Gas
289,8/1/2019,Aug-19,Thu,Amex_CredCard,,,-40.82,Spend,Car,Gas
290,8/2/2019,Aug-19,Fri,Amex,,,-44.6,Spend,Car,Gas
291,8/7/2019,Aug-19,Wed,Amex_CredCard,,,-47.15,Spend,Car,Gas
292,8/12/2019,Aug-19,Mon,Amex,,,-42.8,Spend,Car,Gas
293,8/15/2019,Aug-19,Thu,Amex_CredCard,,,-50.41,Spend,Car,Gas
294,8/18/2019,Aug-19,Sun,Amex_CredCard,,,-44.11,Spend,Car,Gas
295,8/19/2019,Aug-19,Mon,Amex_CredCard,,,-36.6,Spend,Car,Gas
296,8/26/2019,Aug-19,Mon,Amex,,,-44.94,Spend,Car,Gas
297,8/26/2019,Aug-19,Mon,Amex_CredCard,,,-40,Spend,Car,Gas
298,8/28/2019,Aug-19,Wed,Amex_CredCard,,,-39.9,Spend,Car,Gas
299,9/6/2019,Sep-19,Fri,Amex_CredCard,,,-42.77,Spend,Car,Gas
300,9/7/2019,Sep-19,Sat,Amex_CredCard,,,-3.26,Spend,Car,Gas
301,9/14/2019,Sep-19,Sat,Amex_CredCard,,,-5.5,Spend,Car,Gas
302,9/15/2019,Sep-19,Sun,Amex_CredCard,,,-38.63,Spend,Car,Gas
303,9/16/2019,Sep-19,Mon,Amex_CredCard,,,-36.31,Spend,Car,Gas
304,9/18/2019,Sep-19,Wed,Amex_CredCard,,,-6.21,Spend,Car,Gas
305,9/21/2019,Sep-19,Sat,Amex_CredCard,,,-38.75,Spend,Car,Gas
306,9/22/2019,Sep-19,Sun,Amex_CredCard,,,-30.96,Spend,Car,Gas
307,9/29/2019,Sep-19,Sun,Amex_CredCard,,,-38.59,Spend,Car,Gas
308,9/29/2019,Sep-19,Sun,Amex_CredCard,,,-2.24,Spend,Car,Gas
309,9/29/2019,Sep-19,Sun,Amex_CredCard,,,-44.08,Spend,Car,Gas
310,10/5/2019,Oct-19,Sat,Amex_CredCard,,,-44.81,Spend,Car,Gas
311,10/9/2019,Oct-19,Wed,Amex_CredCard,,,-39.53,Spend,Car,Gas
312,10/13/2019,Oct-19,Sun,Credit,,,-3.27,Spend,Car,Gas
313,10/13/2019,Oct-19,Sun,Amex_CredCard,,,-19.58,Spend,Car,Gas
314,10/14/2019,Oct-19,Mon,Amex_CredCard,,,-45.52,Spend,Car,Gas
315,10/18/2019,Oct-19,Fri,Amex_CredCard,,,-41.52,Spend,Car,Gas
316,10/22/2019,Oct-19,Tue,Amex_CredCard,,,-26.08,Spend,Car,Gas
317,10/22/2019,Oct-19,Tue,Amex_CredCard,,,-8.63,Spend,Car,Gas
318,10/23/2019,Oct-19,Wed,Amex_CredCard,,,-43.84,Spend,Car,Gas
319,10/25/2019,Oct-19,Fri,Amex_CredCard,,,-28.42,Spend,Car,Gas
320,10/27/2019,Oct-19,Sun,Amex_CredCard,,,-6.53,Spend,Car,Gas
321,10/27/2019,Oct-19,Sun,Amex_CredCard,,,-22.68,Spend,Car,Gas
322,10/30/2019,Oct-19,Wed,Amex_CredCard,,,-43.72,Spend,Car,Gas
323,10/31/2019,Oct-19,Thu,Amex_CredCard,,,-45.53,Spend,Car,Gas
324,11/2/2019,Nov-19,Sat,Amex_CredCard,,,-5.63,Spend,Car,Gas
325,11/3/2019,Nov-19,Sun,Amex_CredCard,,,-17.7,Spend,Car,Gas
326,11/4/2019,Nov-19,Mon,Credit,,,-7.46,Spend,Car,Gas
327,11/8/2019,Nov-19,Fri,Amex_CredCard,,,-30,Spend,Car,Gas
328,11/10/2019,Nov-19,Sun,Amex_CredCard,,,-44.4,Spend,Car,Gas
329,11/11/2019,Nov-19,Mon,Amex_CredCard,,,-4.41,Spend,Car,Gas
330,11/15/2019,Nov-19,Fri,Amex_CredCard,,,-47.18,Spend,Car,Gas
331,11/17/2019,Nov-19,Sun,Amex_CredCard,,,-21.43,Spend,Car,Gas
332,11/20/2019,Nov-19,Wed,Amex_CredCard,,,-25,Spend,Car,Gas
333,11/24/2019,Nov-19,Sun,Amex_CredCard,,,-37.13,Spend,Car,Gas
334,11/25/2019,Nov-19,Mon,Amex_CredCard,,,-29.72,Spend,Car,Gas
335,11/30/2019,Nov-19,Sat,Amex_CredCard,,,-39.06,Spend,Car,Gas
336,12/2/2019,Dec-19,Mon,Amex_CredCard,,,-30.57,Spend,Car,Gas
337,12/2/2019,Dec-19,Mon,Amex_CredCard,,,-29.76,Spend,Car,Gas
